age,duration,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
55,286,-0.1,93.2,-42,4.191,5195.8,0
49,283,1.1,93.994,-36.4,4.857,5191,0
42,29,1.4,94.465,-41.8,4.959,5228.1,0
46,267,1.4,94.465,-41.8,4.864,5228.1,0
53,183,1.4,93.918,-42.7,4.966,5228.1,0
46,1368,1.4,93.918,-42.7,4.962,5228.1,0
40,117,1.4,93.444,-36.1,4.964,5228.1,0
24,323,-1.8,92.893,-46.2,1.25,5099.1,0
28,489,1.1,93.994,-36.4,4.859,5191,0
32,589,1.1,93.994,-36.4,4.86,5191,0
37,65,1.1,93.994,-36.4,4.857,5191,0
49,142,1.4,93.444,-36.1,4.968,5228.1,0
49,23,-1.8,92.893,-46.2,1.291,5099.1,0
34,1258,-0.1,93.2,-42,4.076,5195.8,1
29,188,1.4,93.918,-42.7,4.957,5228.1,0
52,161,-0.1,93.2,-42,4.191,5195.8,0
43,385,1.4,93.918,-42.7,4.96,5228.1,0
38,325,-1.8,92.893,-46.2,1.244,5099.1,0
41,270,-1.8,92.893,-46.2,1.25,5099.1,0
48,220,1.1,93.994,-36.4,4.855,5191,0
45,65,1.4,93.444,-36.1,4.968,5228.1,0
35,272,-1.8,93.075,-47.1,1.466,5099.1,0
36,61,1.1,93.994,-36.4,4.857,5191,0
54,365,1.4,93.444,-36.1,4.97,5228.1,0
46,163,-1.8,92.843,-50,1.614,5099.1,0
44,1263,1.1,93.994,-36.4,4.86,5191,1
40,65,1.4,94.465,-41.8,4.967,5228.1,0
38,55,-1.8,92.893,-46.2,1.344,5099.1,0
46,358,1.1,93.994,-36.4,4.858,5191,0
33,151,1.4,93.444,-36.1,4.963,5228.1,0
37,245,1.1,93.994,-36.4,4.857,5191,0
48,282,-1.8,92.893,-46.2,1.334,5099.1,0
49,286,1.1,93.994,-36.4,4.857,5191,0
39,255,1.4,93.444,-36.1,4.963,5228.1,0
27,279,-1.8,93.075,-47.1,1.405,5099.1,0
29,133,1.4,93.444,-36.1,4.965,5228.1,0
49,197,1.4,93.444,-36.1,4.968,5228.1,0
47,57,-0.1,93.2,-42,4.12,5195.8,0
36,68,1.4,94.465,-41.8,4.959,5228.1,0
28,130,1.4,94.465,-41.8,4.961,5228.1,0
36,163,-0.1,93.2,-42,4.153,5195.8,0
44,124,1.1,93.994,-36.4,4.864,5191,0
29,234,1.4,93.444,-36.1,4.964,5228.1,0
35,293,-1.7,94.055,-39.8,0.72,4991.6,1
29,53,-1.8,92.893,-46.2,1.291,5099.1,0
38,275,1.1,93.994,-36.4,4.856,5191,0
43,73,-0.1,93.2,-42,4.076,5195.8,0
24,103,-1.8,92.843,-50,1.799,5099.1,0
37,368,1.1,93.994,-36.4,4.86,5191,0
28,227,-2.9,92.201,-31.4,0.879,5076.2,0
28,134,1.4,93.918,-42.7,4.956,5228.1,0
40,16,-0.1,93.2,-42,4.191,5195.8,0
33,93,1.1,93.994,-36.4,4.855,5191,0
29,175,-1.8,92.893,-46.2,1.299,5099.1,0
33,248,1.4,94.465,-41.8,4.967,5228.1,0
43,356,1.4,94.465,-41.8,4.864,5228.1,0
47,136,1.1,93.994,-36.4,4.857,5191,0
32,93,1.1,93.994,-36.4,4.855,5191,0
36,94,-0.1,93.2,-42,4.12,5195.8,0
38,493,1.4,93.918,-42.7,4.961,5228.1,0
33,924,1.4,93.444,-36.1,4.964,5228.1,0
56,1573,-3.4,92.431,-26.9,0.742,5017.5,0
48,467,1.4,94.465,-41.8,4.967,5228.1,1
45,79,1.1,93.994,-36.4,4.857,5191,0
37,215,-0.1,93.2,-42,4.021,5195.8,0
39,31,1.1,93.994,-36.4,4.864,5191,0
34,252,1.1,93.994,-36.4,4.856,5191,0
28,324,-3.4,92.431,-26.9,0.739,5017.5,1
44,18,1.4,93.918,-42.7,4.962,5228.1,0
52,930,-1.8,92.893,-46.2,1.299,5099.1,1
33,57,1.4,93.444,-36.1,4.964,5228.1,0
40,343,1.4,93.918,-42.7,4.966,5228.1,0
49,39,1.4,93.918,-42.7,4.963,5228.1,0
43,268,1.4,94.465,-41.8,4.961,5228.1,0
74,188,-2.9,92.201,-31.4,0.851,5076.2,0
37,138,-1.8,92.893,-46.2,1.334,5099.1,0
48,214,1.4,93.918,-42.7,4.962,5228.1,0
50,187,1.1,93.994,-36.4,4.855,5191,0
41,1056,1.4,93.918,-42.7,4.957,5228.1,0
29,391,1.4,93.444,-36.1,4.963,5228.1,0
27,58,-1.8,92.893,-46.2,1.25,5099.1,0
40,240,1.4,93.918,-42.7,4.962,5228.1,0
29,330,1.1,93.994,-36.4,4.857,5191,0
27,41,-2.9,92.963,-40.8,1.26,5076.2,0
51,486,-0.1,93.2,-42,4.076,5195.8,0
43,25,1.4,93.918,-42.7,4.963,5228.1,0
52,122,1.4,94.465,-41.8,4.864,5228.1,0
50,411,1.4,93.918,-42.7,4.957,5228.1,0
28,485,1.1,93.994,-36.4,4.857,5191,0
37,159,-1.8,92.843,-50,1.687,5099.1,1
33,49,-1.8,92.893,-46.2,1.327,5099.1,0
42,54,-1.8,93.075,-47.1,1.405,5099.1,0
37,149,1.1,93.994,-36.4,4.857,5191,0
30,496,-1.8,93.075,-47.1,1.423,5099.1,1
26,174,1.4,93.918,-42.7,4.957,5228.1,0
44,158,1.1,93.994,-36.4,4.859,5191,0
36,120,1.1,93.994,-36.4,4.857,5191,0
47,187,1.4,94.465,-41.8,4.961,5228.1,0
58,74,1.4,94.465,-41.8,4.959,5228.1,0
48,544,-1.8,92.843,-50,1.51,5099.1,0
53,212,-3.4,92.649,-30.1,0.714,5017.5,1
45,345,1.4,93.918,-42.7,4.961,5228.1,0
35,227,1.4,93.444,-36.1,4.967,5228.1,0
44,190,1.1,93.994,-36.4,4.855,5191,0
50,38,1.1,93.994,-36.4,4.858,5191,0
21,30,-1.7,94.055,-39.8,0.713,4991.6,0
29,170,1.1,93.994,-36.4,4.864,5191,0
25,692,1.4,93.918,-42.7,4.958,5228.1,0
43,24,1.1,93.994,-36.4,4.856,5191,0
49,281,1.1,93.994,-36.4,4.858,5191,0
25,108,1.4,93.918,-42.7,4.962,5228.1,0
57,674,-1.8,92.893,-46.2,1.344,5099.1,0
31,662,1.4,94.465,-41.8,4.864,5228.1,0
31,249,1.1,93.994,-36.4,4.857,5191,0
26,161,1.1,93.994,-36.4,4.857,5191,0
34,251,-1.8,92.893,-46.2,1.281,5099.1,0
30,311,1.4,93.918,-42.7,4.963,5228.1,0
28,192,-2.9,92.201,-31.4,0.861,5076.2,0
38,135,-0.1,93.2,-42,4.12,5195.8,0
38,431,1.4,93.444,-36.1,4.963,5228.1,0
48,110,1.4,93.444,-36.1,4.965,5228.1,0
53,91,1.4,93.918,-42.7,4.957,5228.1,0
46,225,1.1,93.994,-36.4,4.857,5191,0
34,276,-1.8,92.893,-46.2,1.334,5099.1,0
33,67,1.4,93.444,-36.1,4.964,5228.1,0
36,381,1.1,93.994,-36.4,4.864,5191,0
83,617,-1.7,94.215,-40.3,0.835,4991.6,1
46,114,1.1,93.994,-36.4,4.86,5191,0
41,184,1.4,93.918,-42.7,4.962,5228.1,0
33,41,-0.1,93.2,-42,4.12,5195.8,0
57,136,1.4,93.444,-36.1,4.964,5228.1,0
35,185,-1.8,93.075,-47.1,1.405,5099.1,0
65,110,-1.8,93.075,-47.1,1.405,5099.1,0
54,76,-2.9,92.201,-31.4,0.838,5076.2,0
27,88,1.4,93.918,-42.7,4.961,5228.1,0
54,1756,1.4,93.918,-42.7,4.962,5228.1,0
65,456,-3,92.713,-33,0.715,5023.5,1
31,633,-1.8,92.893,-46.2,1.327,5099.1,0
55,719,1.1,93.994,-36.4,4.856,5191,1
32,175,1.1,93.994,-36.4,4.858,5191,0
36,450,-1.8,93.075,-47.1,1.405,5099.1,0
55,348,1.4,93.444,-36.1,4.966,5228.1,0
31,227,1.4,93.918,-42.7,4.962,5228.1,0
35,71,1.4,94.465,-41.8,4.864,5228.1,0
36,561,1.4,93.918,-42.7,4.962,5228.1,0
42,1205,1.1,93.994,-36.4,4.857,5191,1
38,989,1.4,94.465,-41.8,4.866,5228.1,0
20,267,-2.9,92.201,-31.4,0.879,5076.2,1
47,139,1.1,93.994,-36.4,4.856,5191,0
41,128,1.1,93.994,-36.4,4.858,5191,0
36,54,1.1,93.994,-36.4,4.857,5191,0
31,310,-2.9,92.201,-31.4,0.883,5076.2,1
34,290,-1.8,92.893,-46.2,1.266,5099.1,0
37,383,1.4,93.918,-42.7,4.957,5228.1,0
31,30,-0.1,93.2,-42,4.021,5195.8,0
30,114,1.1,93.994,-36.4,4.864,5191,0
32,97,-1.8,92.893,-46.2,1.266,5099.1,0
27,593,1.4,93.918,-42.7,4.962,5228.1,0
40,191,1.1,93.994,-36.4,4.86,5191,0
49,253,-1.8,92.893,-46.2,1.327,5099.1,0
30,426,-1.8,93.075,-47.1,1.41,5099.1,1
45,295,-1.8,92.893,-46.2,1.299,5099.1,0
46,180,1.4,93.444,-36.1,4.962,5228.1,0
31,289,1.4,93.918,-42.7,4.961,5228.1,0
30,87,-1.8,93.075,-47.1,1.405,5099.1,0
50,153,-0.1,93.2,-42,4.076,5195.8,0
42,148,1.4,93.444,-36.1,4.963,5228.1,0
54,203,1.4,93.918,-42.7,4.962,5228.1,0
27,528,1.4,93.918,-42.7,4.962,5228.1,0
39,203,1.1,93.994,-36.4,4.856,5191,0
49,122,1.4,94.465,-41.8,4.959,5228.1,0
56,1017,1.4,93.918,-42.7,4.961,5228.1,0
47,106,1.4,93.918,-42.7,4.962,5228.1,0
48,346,1.4,93.444,-36.1,4.963,5228.1,0
25,280,1.4,93.918,-42.7,4.961,5228.1,0
32,126,1.4,93.444,-36.1,4.963,5228.1,0
36,78,1.4,94.465,-41.8,4.961,5228.1,0
34,158,1.1,93.994,-36.4,4.86,5191,0
43,30,1.4,94.465,-41.8,4.961,5228.1,0
39,490,1.4,94.465,-41.8,4.865,5228.1,0
30,78,1.4,93.444,-36.1,4.965,5228.1,0
32,342,-1.8,93.075,-47.1,1.405,5099.1,0
37,95,-0.1,93.2,-42,4.153,5195.8,0
32,97,1.4,93.444,-36.1,4.964,5228.1,0
33,175,1.4,93.444,-36.1,4.964,5228.1,0
33,336,-0.1,93.2,-42,4.021,5195.8,0
39,264,-1.8,92.893,-46.2,1.313,5099.1,0
51,324,-0.1,93.2,-42,4.191,5195.8,0
48,45,1.4,93.444,-36.1,4.963,5228.1,0
32,99,1.1,93.994,-36.4,4.86,5191,0
51,271,1.1,93.994,-36.4,4.859,5191,0
46,257,-0.1,93.2,-42,4.076,5195.8,0
25,249,1.4,94.465,-41.8,4.961,5228.1,0
36,179,1.4,93.918,-42.7,4.96,5228.1,0
27,239,1.4,93.918,-42.7,4.963,5228.1,0
35,211,1.4,93.444,-36.1,4.963,5228.1,0
34,239,1.4,94.465,-41.8,4.864,5228.1,0
22,297,-2.9,92.201,-31.4,0.861,5076.2,0
34,157,-1.8,92.893,-46.2,1.334,5099.1,0
24,61,1.4,93.918,-42.7,4.957,5228.1,0
45,81,1.4,93.444,-36.1,4.965,5228.1,0
31,163,-2.9,92.963,-40.8,1.262,5076.2,1
56,153,1.1,93.994,-36.4,4.857,5191,0
35,110,1.1,93.994,-36.4,4.857,5191,0
41,238,-2.9,92.963,-40.8,1.215,5076.2,0
31,273,1.1,93.994,-36.4,4.864,5191,0
45,72,-0.1,93.2,-42,4.153,5195.8,0
72,1,-1.1,94.199,-37.5,0.886,4963.6,0
47,262,1.1,93.994,-36.4,4.856,5191,0
26,285,1.4,93.918,-42.7,4.963,5228.1,0
34,293,1.4,93.918,-42.7,4.962,5228.1,0
33,148,1.1,93.994,-36.4,4.86,5191,0
31,150,1.4,93.444,-36.1,4.963,5228.1,0
33,121,1.4,93.444,-36.1,4.965,5228.1,0
27,97,1.4,94.465,-41.8,4.864,5228.1,0
26,224,1.4,93.918,-42.7,4.958,5228.1,0
47,181,1.4,94.465,-41.8,4.959,5228.1,0
34,53,1.1,93.994,-36.4,4.856,5191,0
35,187,-0.1,93.2,-42,4.12,5195.8,0
28,174,1.4,93.918,-42.7,4.962,5228.1,0
52,100,1.4,93.444,-36.1,4.967,5228.1,0
28,108,1.4,93.918,-42.7,4.956,5228.1,0
30,12,-1.7,94.055,-39.8,0.761,4991.6,0
38,510,-1.8,93.075,-47.1,1.365,5099.1,0
53,298,1.1,93.994,-36.4,4.855,5191,0
41,219,-1.8,93.075,-47.1,1.405,5099.1,0
36,375,1.4,94.465,-41.8,4.96,5228.1,0
39,237,1.1,93.994,-36.4,4.858,5191,0
41,121,1.1,93.994,-36.4,4.864,5191,0
49,48,-0.1,93.2,-42,4.153,5195.8,0
34,192,-2.9,92.963,-40.8,1.26,5076.2,0
38,107,1.1,93.994,-36.4,4.864,5191,0
52,165,1.4,93.918,-42.7,4.962,5228.1,0
38,60,-0.1,93.2,-42,4.076,5195.8,0
49,1165,1.1,93.994,-36.4,4.86,5191,0
29,33,1.4,93.444,-36.1,4.964,5228.1,0
30,320,1.1,93.994,-36.4,4.86,5191,0
51,246,1.4,93.444,-36.1,4.964,5228.1,0
39,219,-1.8,92.893,-46.2,1.334,5099.1,0
57,23,1.4,93.444,-36.1,4.962,5228.1,0
35,1262,-1.8,92.893,-46.2,1.327,5099.1,1
43,74,1.4,93.918,-42.7,4.962,5228.1,0
35,246,1.4,93.444,-36.1,4.963,5228.1,0
51,583,-1.8,93.075,-47.1,1.466,5099.1,0
30,478,-0.1,93.2,-42,4.076,5195.8,1
36,255,1.4,94.465,-41.8,4.865,5228.1,0
31,54,-1.1,94.601,-49.5,0.982,4963.6,0
68,546,-1.7,94.215,-40.3,0.889,4991.6,1
34,204,-1.1,94.199,-37.5,0.879,4963.6,1
43,53,1.1,93.994,-36.4,4.864,5191,0
31,411,1.4,93.918,-42.7,4.963,5228.1,0
60,310,1.1,93.994,-36.4,4.857,5191,0
41,67,1.4,94.465,-41.8,4.866,5228.1,0
38,350,-1.8,92.843,-50,1.687,5099.1,1
28,282,1.1,93.994,-36.4,4.859,5191,0
30,25,1.1,93.994,-36.4,4.856,5191,0
26,106,1.4,93.918,-42.7,4.962,5228.1,0
51,236,1.4,93.444,-36.1,4.965,5228.1,0
31,150,1.4,93.444,-36.1,4.964,5228.1,0
37,503,-1.8,92.893,-46.2,1.313,5099.1,0
58,554,-0.1,93.2,-42,4.076,5195.8,0
25,117,-1.8,93.075,-47.1,1.445,5099.1,1
40,81,1.1,93.994,-36.4,4.856,5191,0
52,191,-3.4,92.649,-30.1,0.714,5017.5,0
21,222,-1.7,94.215,-40.3,0.861,4991.6,0
41,139,1.4,93.444,-36.1,4.965,5228.1,0
38,339,1.4,93.444,-36.1,4.968,5228.1,0
50,223,-0.1,93.2,-42,4.191,5195.8,0
31,425,-0.1,93.2,-42,4.076,5195.8,0
38,240,-1.8,92.893,-46.2,1.313,5099.1,0
35,245,1.4,93.444,-36.1,4.963,5228.1,0
29,132,-1.8,93.369,-34.8,0.652,5008.7,1
34,283,1.4,94.465,-41.8,4.866,5228.1,0
49,127,1.4,93.444,-36.1,4.964,5228.1,0
46,151,1.4,93.444,-36.1,4.965,5228.1,0
37,245,-1.8,93.075,-47.1,1.405,5099.1,0
22,221,-2.9,92.963,-40.8,1.26,5076.2,0
39,135,1.4,94.465,-41.8,4.961,5228.1,0
37,85,1.4,94.465,-41.8,4.865,5228.1,0
32,531,-1.8,93.075,-47.1,1.405,5099.1,0
28,157,-1.8,92.893,-46.2,1.313,5099.1,0
43,140,-1.8,92.893,-46.2,1.327,5099.1,0
36,64,-0.1,93.2,-42,4.12,5195.8,0
42,56,-1.8,92.893,-46.2,1.291,5099.1,0
23,226,-1.1,94.601,-49.5,1.032,4963.6,1
25,97,1.1,93.994,-36.4,4.855,5191,0
42,155,-1.8,93.075,-47.1,1.405,5099.1,0
50,103,-0.1,93.2,-42,4.153,5195.8,0
58,129,1.4,93.444,-36.1,4.965,5228.1,0
58,198,-1.1,94.199,-37.5,0.882,4963.6,0
47,101,-0.1,93.2,-42,4.12,5195.8,0
36,23,1.1,93.994,-36.4,4.86,5191,0
32,285,1.4,93.918,-42.7,4.963,5228.1,0
40,111,1.4,93.444,-36.1,4.964,5228.1,0
39,370,1.4,94.465,-41.8,4.866,5228.1,0
46,10,1.4,93.444,-36.1,4.964,5228.1,0
58,22,1.4,93.918,-42.7,4.962,5228.1,0
34,127,-1.8,92.893,-46.2,1.281,5099.1,0
42,262,1.1,93.994,-36.4,4.857,5191,0
81,263,-3.4,92.649,-30.1,0.715,5017.5,1
51,115,-2.9,92.201,-31.4,0.881,5076.2,0
45,94,1.4,93.444,-36.1,4.965,5228.1,0
46,1166,-1.1,94.767,-50.8,1.046,4963.6,0
29,83,-1.8,93.075,-47.1,1.445,5099.1,0
28,829,1.4,93.918,-42.7,4.968,5228.1,1
56,287,1.4,94.465,-41.8,4.961,5228.1,0
39,71,1.4,93.444,-36.1,4.965,5228.1,0
38,268,-1.8,92.893,-46.2,1.291,5099.1,0
36,174,1.4,93.444,-36.1,4.964,5228.1,0
35,96,1.4,93.918,-42.7,4.963,5228.1,0
35,112,-0.1,93.2,-42,4.153,5195.8,0
30,188,-1.8,92.893,-46.2,1.27,5099.1,0
35,188,-0.1,93.2,-42,4.153,5195.8,0
35,176,-1.7,94.027,-38.3,0.899,4991.6,0
42,657,-0.1,93.2,-42,4.191,5195.8,0
46,246,1.4,93.918,-42.7,4.961,5228.1,0
33,307,1.1,93.994,-36.4,4.857,5191,0
32,1121,-1.8,92.893,-46.2,1.354,5099.1,0
39,258,1.4,94.465,-41.8,4.865,5228.1,0
28,203,1.1,93.994,-36.4,4.856,5191,0
54,127,-0.1,93.2,-42,4.153,5195.8,0
30,394,1.4,94.465,-41.8,4.865,5228.1,1
33,28,1.4,93.444,-36.1,4.964,5228.1,0
75,95,-1.8,93.075,-47.1,1.405,5099.1,0
42,638,-1.1,94.199,-37.5,0.88,4963.6,1
26,123,-1.8,93.075,-47.1,1.405,5099.1,0
52,36,1.4,93.918,-42.7,4.962,5228.1,0
49,62,1.4,93.444,-36.1,4.965,5228.1,0
31,16,1.4,93.918,-42.7,4.968,5228.1,0
32,617,1.1,93.994,-36.4,4.855,5191,1
34,299,1.1,93.994,-36.4,4.857,5191,0
48,126,1.4,93.918,-42.7,4.962,5228.1,0
32,76,-0.1,93.2,-42,4.12,5195.8,0
40,450,-1.8,93.075,-47.1,1.483,5099.1,0
36,177,-0.1,93.2,-42,4.12,5195.8,0
42,129,1.4,93.918,-42.7,4.962,5228.1,0
34,99,1.4,93.444,-36.1,4.964,5228.1,0
33,464,1.1,93.994,-36.4,4.856,5191,0
53,354,-1.8,93.075,-47.1,1.405,5099.1,0
33,145,1.4,94.465,-41.8,4.96,5228.1,0
41,301,1.4,93.918,-42.7,4.962,5228.1,0
42,126,1.1,93.994,-36.4,4.855,5191,0
32,158,1.4,93.918,-42.7,4.963,5228.1,0
26,712,-1.8,92.843,-50,1.811,5099.1,1
53,169,-0.1,93.2,-42,4.191,5195.8,0
29,2129,-1.8,93.075,-47.1,1.445,5099.1,0
34,96,-1.8,92.893,-46.2,1.281,5099.1,0
30,88,-0.1,93.2,-42,4.191,5195.8,0
35,392,-1.8,92.893,-46.2,1.354,5099.1,1
39,255,1.4,94.465,-41.8,4.962,5228.1,0
51,120,1.4,94.465,-41.8,4.962,5228.1,0
34,83,-1.8,92.843,-50,1.629,5099.1,0
21,142,-1.8,92.893,-46.2,1.266,5099.1,0
21,171,1.1,93.994,-36.4,4.856,5191,0
35,92,1.4,93.918,-42.7,4.961,5228.1,0
53,62,-1.8,93.075,-47.1,1.405,5099.1,0
36,390,-2.9,92.963,-40.8,1.26,5076.2,0
34,241,-1.8,93.369,-34.8,0.652,5008.7,1
34,300,1.1,93.994,-36.4,4.856,5191,0
55,1191,-1.8,92.893,-46.2,1.327,5099.1,0
51,127,-1.8,92.893,-46.2,1.313,5099.1,0
32,351,-0.1,93.2,-42,4.12,5195.8,0
33,17,-1.8,92.893,-46.2,1.266,5099.1,0
30,131,-0.1,93.2,-42,4.12,5195.8,0
57,159,1.4,93.444,-36.1,4.963,5228.1,0
28,71,1.1,93.994,-36.4,4.855,5191,0
34,11,-1.8,92.893,-46.2,1.25,5099.1,0
40,53,-0.1,93.2,-42,4.153,5195.8,0
32,108,-0.1,93.2,-42,4.12,5195.8,0
59,148,1.4,93.444,-36.1,4.967,5228.1,0
25,243,1.1,93.994,-36.4,4.856,5191,0
34,70,-0.1,93.2,-42,4.021,5195.8,0
30,361,-0.1,93.2,-42,4.076,5195.8,0
39,161,-0.1,93.2,-42,4.076,5195.8,0
39,207,1.4,93.444,-36.1,4.963,5228.1,0
34,26,1.1,93.994,-36.4,4.857,5191,0
36,67,1.4,94.465,-41.8,4.958,5228.1,0
36,157,-1.8,92.893,-46.2,1.266,5099.1,0
40,238,-1.8,93.075,-47.1,1.405,5099.1,0
56,137,1.1,93.994,-36.4,4.857,5191,0
27,584,1.4,93.918,-42.7,4.959,5228.1,1
52,11,-1.8,92.893,-46.2,1.266,5099.1,0
38,1361,-2.9,92.963,-40.8,1.26,5076.2,0
41,217,-1.8,92.893,-46.2,1.291,5099.1,0
54,79,-0.1,93.2,-42,4.153,5195.8,0
47,161,-2.9,92.201,-31.4,0.859,5076.2,1
36,65,1.4,94.465,-41.8,4.864,5228.1,0
45,67,-2.9,92.201,-31.4,0.825,5076.2,0
42,671,1.4,93.444,-36.1,4.963,5228.1,0
29,378,1.4,93.918,-42.7,4.957,5228.1,0
39,129,1.4,94.465,-41.8,4.959,5228.1,0
31,451,1.1,93.994,-36.4,4.857,5191,0
36,8,1.1,93.994,-36.4,4.859,5191,0
33,158,1.4,93.444,-36.1,4.962,5228.1,0
26,104,-1.8,92.893,-46.2,1.25,5099.1,0
44,160,1.1,93.994,-36.4,4.857,5191,0
33,275,-2.9,92.201,-31.4,0.873,5076.2,0
32,59,-0.1,93.2,-42,4.076,5195.8,0
57,185,1.4,94.465,-41.8,4.959,5228.1,0
30,65,1.4,93.444,-36.1,4.963,5228.1,0
36,138,-2.9,92.201,-31.4,0.873,5076.2,0
48,182,1.1,93.994,-36.4,4.86,5191,0
44,10,-0.1,93.2,-42,4.021,5195.8,0
40,32,1.1,93.994,-36.4,4.859,5191,0
78,203,-1.7,94.215,-40.3,0.84,4991.6,0
29,275,1.1,93.994,-36.4,4.857,5191,0
28,184,1.4,93.918,-42.7,4.962,5228.1,0
32,420,-1.8,92.893,-46.2,1.281,5099.1,0
49,95,1.1,93.994,-36.4,4.858,5191,0
31,157,1.4,94.465,-41.8,4.961,5228.1,0
49,73,1.4,93.918,-42.7,4.961,5228.1,0
28,267,1.4,93.918,-42.7,4.962,5228.1,0
37,274,-0.1,93.2,-42,4.12,5195.8,0
44,128,1.4,94.465,-41.8,4.961,5228.1,0
43,246,1.4,94.465,-41.8,4.959,5228.1,0
54,143,1.4,93.918,-42.7,4.963,5228.1,0
38,362,1.1,93.994,-36.4,4.857,5191,0
42,169,1.1,93.994,-36.4,4.856,5191,0
32,150,1.1,93.994,-36.4,4.856,5191,0
56,197,-1.8,92.893,-46.2,1.244,5099.1,0
34,132,-1.8,93.075,-47.1,1.405,5099.1,0
44,445,1.1,93.994,-36.4,4.858,5191,0
39,168,-1.7,94.055,-39.8,0.72,4991.6,0
50,200,1.1,93.994,-36.4,4.857,5191,0
32,156,-1.8,92.893,-46.2,1.244,5099.1,0
33,171,-0.1,93.798,-40.4,4.827,5195.8,1
34,22,-1.8,92.893,-46.2,1.327,5099.1,0
29,111,-1.8,92.893,-46.2,1.266,5099.1,0
29,886,1.1,93.994,-36.4,4.864,5191,1
50,58,1.4,93.918,-42.7,4.963,5228.1,0
50,333,1.4,93.444,-36.1,4.97,5228.1,0
36,212,1.1,93.994,-36.4,4.857,5191,0
37,194,-1.8,93.369,-34.8,0.654,5008.7,0
47,264,1.4,93.444,-36.1,4.965,5228.1,0
36,302,-0.1,93.2,-42,4.076,5195.8,0
57,187,1.4,94.465,-41.8,4.961,5228.1,0
32,130,1.4,93.444,-36.1,4.963,5228.1,0
53,217,-2.9,92.963,-40.8,1.26,5076.2,0
33,1345,1.4,94.465,-41.8,4.961,5228.1,1
34,49,1.4,93.918,-42.7,4.957,5228.1,0
44,318,1.1,93.994,-36.4,4.86,5191,0
40,258,1.4,93.444,-36.1,4.965,5228.1,0
33,30,1.4,93.444,-36.1,4.965,5228.1,0
57,15,1.4,93.444,-36.1,4.965,5228.1,0
47,317,1.4,94.465,-41.8,4.865,5228.1,0
33,595,1.4,93.918,-42.7,4.957,5228.1,0
55,198,-1.8,93.075,-47.1,1.405,5099.1,0
36,300,1.4,93.444,-36.1,4.963,5228.1,0
33,109,1.4,94.465,-41.8,4.96,5228.1,0
26,124,1.4,93.918,-42.7,4.962,5228.1,0
45,411,1.1,93.994,-36.4,4.859,5191,0
29,186,1.4,94.465,-41.8,4.864,5228.1,0
33,97,-2.9,92.963,-40.8,1.26,5076.2,0
31,137,-0.1,93.2,-42,4.076,5195.8,0
29,190,1.4,93.444,-36.1,4.964,5228.1,0
22,107,1.4,93.918,-42.7,4.961,5228.1,0
33,83,-0.1,93.2,-42,4.076,5195.8,0
51,308,1.4,94.465,-41.8,4.967,5228.1,0
36,227,-1.8,92.893,-46.2,1.244,5099.1,0
44,147,1.4,93.918,-42.7,4.96,5228.1,0
72,44,-1.8,93.075,-47.1,1.453,5099.1,0
37,173,1.1,93.994,-36.4,4.857,5191,0
35,615,1.4,93.918,-42.7,4.962,5228.1,0
57,71,-2.9,92.201,-31.4,0.883,5076.2,0
80,323,-2.9,92.201,-31.4,0.834,5076.2,1
44,118,1.4,93.918,-42.7,4.96,5228.1,0
56,13,1.4,94.465,-41.8,4.959,5228.1,0
42,1311,1.4,93.444,-36.1,4.968,5228.1,1
41,34,1.4,93.918,-42.7,4.963,5228.1,0
35,78,1.4,94.465,-41.8,4.967,5228.1,0
30,255,-1.7,94.215,-40.3,0.797,4991.6,0
48,233,-0.1,93.2,-42,4.021,5195.8,0
31,690,-0.1,93.2,-42,4.12,5195.8,0
32,29,1.4,94.465,-41.8,4.865,5228.1,0
48,238,-1.8,92.893,-46.2,1.334,5099.1,0
40,37,1.4,93.918,-42.7,4.962,5228.1,0
49,242,1.4,94.465,-41.8,4.961,5228.1,0
43,20,-0.1,93.2,-42,4.076,5195.8,0
49,182,1.1,93.994,-36.4,4.86,5191,0
44,626,1.1,93.994,-36.4,4.855,5191,0
39,524,1.4,94.465,-41.8,4.959,5228.1,0
40,228,1.4,93.918,-42.7,4.966,5228.1,0
33,161,1.4,94.465,-41.8,4.967,5228.1,0
58,799,1.4,93.918,-42.7,4.963,5228.1,0
32,105,-2.9,92.201,-31.4,0.873,5076.2,0
38,126,-0.1,93.2,-42,4.153,5195.8,0
48,62,-1.8,93.075,-47.1,1.365,5099.1,0
35,220,-0.1,93.2,-42,4.153,5195.8,0
30,344,1.4,93.918,-42.7,4.963,5228.1,0
28,243,1.1,93.994,-36.4,4.86,5191,0
41,357,1.4,93.918,-42.7,4.96,5228.1,0
43,153,1.4,93.444,-36.1,4.963,5228.1,0
50,541,1.4,93.444,-36.1,4.965,5228.1,0
42,72,1.1,93.994,-36.4,4.857,5191,0
28,337,-1.8,92.893,-46.2,1.291,5099.1,0
33,435,-1.8,92.893,-46.2,1.313,5099.1,0
63,387,-1.8,93.075,-47.1,1.498,5099.1,1
36,247,1.4,94.465,-41.8,4.96,5228.1,0
57,164,1.4,93.918,-42.7,4.962,5228.1,0
46,185,-0.1,93.2,-42,4.076,5195.8,0
35,176,-1.8,92.893,-46.2,1.344,5099.1,0
40,43,1.4,93.918,-42.7,4.958,5228.1,0
